Reaction,LB,UB,c,EQUATION,subSystem,GeneRule,RXNname
HMR_1218,0,1000,0,8(S)-hydroxy-hexadeca-(2E;4E;6E;10Z)-tetraenoate[m] + H+[m] + NADPH[m] => 8(S)-hydroxy-hexadeca-(2E;6E;10Z)-trienoate[m] + NADP+[m],Beta oxidation of poly-unsaturated fatty acids (mitochondrial),ENSG00000104325 or ENSG00000242612,
HMR_1219,-1000,1000,0,3(S);8(S)-dihydroxy-(6E;10Z)-hexadecadienoate[m] <=> 8(S)-hydroxy-hexadeca-(2E;6E;10Z)-trienoate[m] + H2O[m],Beta oxidation of poly-unsaturated fatty acids (mitochondrial),ENSG00000084754 and ENSG00000113790 and ENSG00000127884,
HMR_1220,-1000,1000,0,3(S);8(S)-dihydroxy-(6E;10Z)-hexadecadienoate[m] + NAD+[m] <=> 3-oxo-8(S)-hydroxy-hexadeca-(6E;10Z)-dienoate[m] + H+[m] + NADH[m],Beta oxidation of poly-unsaturated fatty acids (mitochondrial),ENSG00000072506 and ENSG00000084754 and ENSG00000138796,
HMR_1221,-1000,1000,0,3-oxo-8(S)-hydroxy-hexadeca-(6E;10Z)-dienoate[m] + CoA[m] <=> 6(S)-hydroxy-tetradeca-(4E;8Z)-dienoate[m] + acetyl-CoA[m],Beta oxidation of poly-unsaturated fatty acids (mitochondrial),ENSG00000084754 and ENSG00000138029 and ENSG00000167315,
HMR_1222,-1000,1000,0,6(S)-hydroxy-tetradeca-(2E;4E;8Z)-trienoate[m] + H+[m] + NADPH[m] <=> 6(S)-hydroxy-tetradeca-(2E;8Z)-dienoate[m] + NADP+[m],Beta oxidation of poly-unsaturated fatty acids (mitochondrial),ENSG00000104325 or ENSG00000242612,
HMR_1223,0,1000,0,6(S)-hydroxy-tetradeca-(4E;8Z)-dienoate[m] + O2[m] => 6(S)-hydroxy-tetradeca-(2E;4E;8Z)-trienoate[m] + H2O2[m],Beta oxidation of poly-unsaturated fatty acids (mitochondrial),ENSG00000087008 or ENSG00000161533,
HMR_1224,0,1000,0,6(S)-hydroxy-tetradeca-(2E;8Z)-dienoate[m] + H2O[m] => 3(S);6(S)-dihydroxy-tetradec-(8Z)-enoate[m],Beta oxidation of poly-unsaturated fatty acids (mitochondrial),ENSG00000084754 and ENSG00000113790 and ENSG00000127884,
HMR_1225,0,1000,0,3(S);6(S)-dihydroxy-tetradec-(8Z)-enoate[m] + NAD+[m] => 3-oxo-6(S)-hydroxy-tetradec-(8Z)-enoate[m] + H+[m] + NADH[m],Beta oxidation of poly-unsaturated fatty acids (mitochondrial),ENSG00000072506 and ENSG00000084754 and ENSG00000138796,
HMR_1226,0,1000,0,3-oxo-6(S)-hydroxy-tetradec-(8Z)-enoate[m] + CoA[m] => 4(S)-hydroxy-dodec-(6Z)-enoate[m] + acetyl-CoA[m],Beta oxidation of poly-unsaturated fatty acids (mitochondrial),ENSG00000084754 and ENSG00000138029 and ENSG00000167315,
HMR_3522,0,1000,0,4(R);8-dimethyl-nonanoyl-CoA[m] + FAD[m] => 4(R);8-dimethyl-trans-2-nonenoyl-CoA[m] + FADH2[m],Beta oxidation of branched-chain fatty acids (mitochondrial),ENSG00000115361 or ENSG00000117054,
HMR_3523,0,1000,0,4(R);8-dimethyl-trans-2-nonenoyl-CoA[m] + H2O[m] => 3(S)-hydroxy-4(R);8-dimethyl-nonanoyl-CoA[m],Beta oxidation of branched-chain fatty acids (mitochondrial),ENSG00000084754 and ENSG00000113790 and ENSG00000127884,
HMR_3524,0,1000,0,3(S)-hydroxy-4(R);8-dimethyl-nonanoyl-CoA[m] + NAD+[m] => 3-oxo-4(R);8-dimethyl-nonanoyl-CoA[m] + H+[m] + NADH[m],Beta oxidation of branched-chain fatty acids (mitochondrial),ENSG00000072506 and ENSG00000084754 and ENSG00000138796,
HMR_3525,0,1000,0,3-oxo-4(R);8-dimethyl-nonanoyl-CoA[m] + CoA[m] => 2(R);6-dimethyl-heptanoyl-CoA[m] + acetyl-CoA[m],Beta oxidation of branched-chain fatty acids (mitochondrial),ENSG00000084754 and ENSG00000138029 and ENSG00000167315,
HMR_3526,0,1000,0,2(R);6-dimethyl-heptanoyl-CoA[m] => 2(S);6-dimethyl-heptanoyl-CoA[m],Beta oxidation of branched-chain fatty acids (mitochondrial),ENSG00000242110,
HMR_3527,0,1000,0,2(S);6-dimethyl-heptanoyl-CoA[m] + FAD[m] => 2;6-dimethyl-trans-2-heptenoyl-CoA[m] + FADH2[m],Beta oxidation of branched-chain fatty acids (mitochondrial),ENSG00000115361 or ENSG00000117054,
HMR_3528,0,1000,0,2;6-dimethyl-trans-2-heptenoyl-CoA[m] + H2O[m] => 3(S)-hydroxy-2(S);6-dimethyl-heptanoyl-CoA[m],Beta oxidation of branched-chain fatty acids (mitochondrial),ENSG00000084754 and ENSG00000113790 and ENSG00000127884,
HMR_3529,0,1000,0,3(S)-hydroxy-2(S);6-dimethyl-heptanoyl-CoA[m] + NAD+[m] => 3-oxo-(2S)-methylisocapryloyl-CoA[m] + H+[m] + NADH[m],Beta oxidation of branched-chain fatty acids (mitochondrial),ENSG00000072506 and ENSG00000084754 and ENSG00000138796,
HMR_3530,0,1000,0,3-oxo-(2S)-methylisocapryloyl-CoA[m] + CoA[m] => 4-methyl-pentanoyl-CoA[m] + propanoyl-CoA[m],Beta oxidation of branched-chain fatty acids (mitochondrial),ENSG00000084754 and ENSG00000138029 and ENSG00000167315,
HMR_3531,0,1000,0,4-methyl-pentanoyl-CoA[m] + FAD[m] => 4-methyl-trans-2-pentenoyl-CoA[m] + FADH2[m],Beta oxidation of branched-chain fatty acids (mitochondrial),ENSG00000115361 or ENSG00000117054,
HMR_3532,0,1000,0,4-methyl-trans-2-pentenoyl-CoA[m] + H2O[m] => 3(S)-hydroxy-4-methyl-pentanoyl-CoA[m],Beta oxidation of branched-chain fatty acids (mitochondrial),ENSG00000084754 and ENSG00000113790 and ENSG00000127884,
HMR_3533,0,1000,0,3(S)-hydroxy-4-methyl-pentanoyl-CoA[m] + NAD+[m] => 3-oxo-4-methyl-pentanoyl-CoA[m] + H+[m] + NADH[m],Beta oxidation of branched-chain fatty acids (mitochondrial),ENSG00000072506 and ENSG00000084754 and ENSG00000138796,
HMR_3534,0,1000,0,3-oxo-4-methyl-pentanoyl-CoA[m] + CoA[m] => acetyl-CoA[m] + isobutyryl-CoA[m],Beta oxidation of branched-chain fatty acids (mitochondrial),ENSG00000084754 and ENSG00000138029 and ENSG00000167315,
HMR_1573,0,1000,0,acetoacetyl-CoA[m] + acetyl-CoA[m] + H2O[m] => CoA[m] + H+[m] + HMG-CoA[m],Terpenoid backbone biosynthesis,ENSG00000134240,
HMR_6901,0,1000,0,farnesyl-PP[c] + 7 isopentenyl-pPP[c] => all-trans-decaprenyl-diphosphate[c] + 7 PPi[c],Terpenoid backbone biosynthesis,ENSG00000148459 or ENSG00000164494,
HMR_6903,0,1000,0,4-hydroxybenzoate[m] + all-trans-decaprenyl-diphosphate[m] => 3-decaprenyl-4-hydroxybenzoate[m] + PPi[m],Terpenoid backbone biosynthesis,ENSG00000173085,
HMR_6904,0,1000,0,3-decaprenyl-4-hydroxybenzoate[m] + H+[m] + NADPH[m] + O2[m] => 3;4-dihydroxy-5-all-trans-decaprenylbenzoate[m] + H2O[m] + NADP+[m],Terpenoid backbone biosynthesis,ENSG00000119723,
HMR_6905,0,1000,0,3;4-dihydroxy-5-all-trans-decaprenylbenzoate[m] + SAM[m] => 3-methoxy-4-hydroxy-5-all-trans-decaprenylbenzoate[m] + H+[m] + SAH[m],Terpenoid backbone biosynthesis,ENSG00000132423,
HMR_6906,0,1000,0,3-methoxy-4-hydroxy-5-all-trans-decaprenylbenzoate[m] + H+[m] => 2-methoxy-6-(all-trans-decaprenyl)phenol[m] + CO2[m],Terpenoid backbone biosynthesis,,
HMR_6907,0,1000,0,2-methoxy-6-(all-trans-decaprenyl)phenol[m] + H+[m] + NADPH[m] + O2[m] => 2-methoxy-6-all trans-decaprenyl-2-methoxy-1;4-benzoquinol[m] + H2O[m] + NADP+[m],Terpenoid backbone biosynthesis,ENSG00000119723,
HMR_6908,0,1000,0,2-methoxy-6-all trans-decaprenyl-2-methoxy-1;4-benzoquinol[m] + SAM[m] => 6-methoxy-3-methyl-2-all-trans-decaprenyl-1;4-benzoquinol[m] + H+[m] + SAH[m],Terpenoid backbone biosynthesis,ENSG00000110871,
HMR_6909,0,1000,0,6-methoxy-3-methyl-2-all-trans-decaprenyl-1;4-benzoquinol[m] + H+[m] + NADPH[m] + O2[m] => 3-demethylubiquinol-10[m] + H2O[m] + NADP+[m],Terpenoid backbone biosynthesis,ENSG00000167186,
HMR_6910,0,1000,0,3-demethylubiquinol-10[m] + SAM[m] => H+[m] + SAH[m] + ubiquinol[m],Terpenoid backbone biosynthesis,ENSG00000132423,
HMR_7165,0,1000,0,[protein][c] + cysteine[c] => [protein]-L-cysteine[c] + H2O[c],Terpenoid backbone biosynthesis,,
HMR_7166,0,1000,0,[protein]-L-cysteine[c] + farnesyl-PP[c] => PPi[c] + S-farnesyl-protein[c],Terpenoid backbone biosynthesis,(ENSG00000168522 and ENSG00000257365) or ENSG00000125954,
HMR_7167,0,1000,0,H2O[c] + S-farnesyl-protein[c] => [protein C terminal]-S-farnesyl-L-cysteine[c] + protein N terminal[c],Terpenoid backbone biosynthesis,ENSG00000084073,
HMR_7168,0,1000,0,[protein C terminal]-S-farnesyl-L-cysteine[c] + SAM[c] => [protein C terminal]-S-farnesyl-L-cysteine-methyl ester[c] + SAH[c],Terpenoid backbone biosynthesis,ENSG00000116237,
HMR_7169,0,1000,0,[protein C terminal]-S-farnesyl-L-cysteine-methyl ester[c] + H2O[c] => protein C terminal[c] + S-[(2E;6E)-farnesyl]-L-cysteine methyl ester[c],Terpenoid backbone biosynthesis,,
HMR_7170,0,1000,0,farnesylcysteine[c] + H2O[c] + O2[c] => 2-trans;6-trans-farnesal[c] + cysteine[c] + H2O2[c],Terpenoid backbone biosynthesis,ENSG00000116005,
HMR_9722,0,1000,0,H+[c] + NADH[c] + phylloquinone[c] => NAD+[c] + phylloquinol[c],Terpenoid backbone biosynthesis,ENSG00000181019,
HMR_1644,0,1000,0,3alpha;7alpha;12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA[m] + H2O[m] => (24R;25R)3alpha;7alpha;12alpha;24-tetrahydroxy-5beta-cholestanoyl-CoA[m],Steroid metabolism,ENSG00000060971 and ENSG00000113790 and ENSG00000133835,
HMR_1651,-1000,1000,0,(24R;25R)3alpha;7alpha;12alpha;24-tetrahydroxy-5beta-cholestanoyl-CoA[m] + NAD+[m] <=> 3alpha;7alpha;12alpha-trihydroxy-5beta-24-oxocholestanoyl-CoA[m] + H+[m] + NADH[m],Steroid metabolism,ENSG00000072506 and ENSG00000084754 and ENSG00000138796,
HMR_1920,0,1000,0,cholesterol-sulfate[c] + H2O[c] => cholesterol[c] + H+[c] + sulfate[c],Steroid metabolism,ENSG00000101846,
HMR_1924,0,1000,0,cholesterol[c] + STAR[c] => cholesterol-STAR[c],Steroid metabolism,ENSG00000084090 or ENSG00000130052 or ENSG00000133121 or ENSG00000147465 or ENSG00000159433 or ENSG00000164211 or ENSG00000172345 or ENSG00000174448 or ENSG00000214530,
HMR_1926,0,1000,0,cholesterol-STAR[m] => cholesterol[m] + STAR[m],Steroid metabolism,,
HMR_1927,0,1000,0,cholesterol[m] + H+[m] + NADPH[m] + O2[m] => 22beta-hydroxycholesterol[m] + H2O[m] + NADP+[m],Steroid metabolism,ENSG00000119723 or ENSG00000130649 or ENSG00000145476,
HMR_1928,0,1000,0,22beta-hydroxycholesterol[m] + H+[m] + NADPH[m] + O2[m] => 20alpha;22beta dihydroxycholesterol[m] + H2O[m] + NADP+[m],Steroid metabolism,ENSG00000140459,
HMR_1929,0,1000,0,20alpha;22beta dihydroxycholesterol[m] + H+[m] + NADPH[m] + O2[m] => 2 H2O[m] + isocaproic-aldehyde[m] + NADP+[m] + pregnenolone[m],Steroid metabolism,ENSG00000140459,
HMR_1931,0,1000,0,H+[c] + isocaproic-aldehyde[c] + NADPH[c] => 4-methylpentan-1-ol[c] + NADP+[c],Steroid metabolism,ENSG00000085662 or ENSG00000198074,
HMR_1932,0,1000,0,cholesterol[c] + 2 H+[c] + O2[c] + 2 reduced adrenal ferredoxin[c] => 20-hydroxycholesterol[c] + H2O[c] + 2 oxidized adrenal ferredoxin[c],Steroid metabolism,ENSG00000140459,
HMR_1933,0,1000,0,20-hydroxycholesterol[c] + H+[c] + NADPH[c] + O2[c] => 17alpha;20alpha-dihydroxycholesterol[c] + H2O[c] + NADP+[c],Steroid metabolism,ENSG00000148795,
HMR_1934,0,1000,0,17alpha;20alpha-dihydroxycholesterol[c] + 4 H+[c] + 2 O2[c] + 4 reduced adrenal ferredoxin[c] => 17alpha-hydroxypregnenolone[c] + 3 H2O[c] + isocaproic-aldehyde[c] + 4 oxidized adrenal ferredoxin[c],Steroid metabolism,ENSG00000140459,
HMR_1935,0,1000,0,20-hydroxycholesterol[c] + 2 H+[c] + O2[c] + 2 reduced adrenal ferredoxin[c] => 20alpha;22beta dihydroxycholesterol[c] + H2O[c] + 2 oxidized adrenal ferredoxin[c],Steroid metabolism,ENSG00000140459,
HMR_1940,0,1000,0,H+[c] + NADPH[c] + O2[c] + pregnenolone[c] => 21-hydroxypregnenolone[c] + H2O[c] + NADP+[c],Steroid metabolism,ENSG00000231852,
HMR_1941,0,1000,0,21-hydroxypregnenolone[c] + NAD+[c] => 11-deoxycorticosterone[c] + H+[c] + NADH[c],Steroid metabolism,ENSG00000203857 or ENSG00000203859,
HMR_1942,0,1000,0,11-deoxycorticosterone[c] + 2 H+[c] + O2[c] + 2 reduced ferredoxin[c] => corticosterone[c] + H2O[c] + 2 oxidized ferredoxin[c],Steroid metabolism,ENSG00000160882 or ENSG00000179142,
HMR_1943,0,1000,0,H+[c] + NADPH[c] + O2[c] + pregnenolone[c] => 7alpha-hydroxypregnenolone[c] + H2O[c] + NADP+[c],Steroid metabolism,ENSG00000172817,
HMR_1948,0,1000,0,17alpha-hydroxypregnenolone[c] + H+[c] + NADPH[c] + O2[c] => 17alpha;21-dihydroxypregnenolone[c] + H2O[c] + NADP+[c],Steroid metabolism,ENSG00000231852,
HMR_1949,0,1000,0,17alpha;21-dihydroxypregnenolone[c] + NAD+[c] => 11-deoxycortisol[c] + H+[c] + NADH[c],Steroid metabolism,ENSG00000203857 or ENSG00000203859,
HMR_1950,0,1000,0,17alpha;21-dihydroxypregnenolone[c] + 2 H+[c] + O2[c] + 2 reduced ferredoxin[c] => 11beta;17alpha;21-trihydroxypregnenolone[c] + H2O[c] + 2 oxidized ferredoxin[c],Steroid metabolism,ENSG00000160882 or ENSG00000179142,
HMR_1951,0,1000,0,11beta;17alpha;21-trihydroxypregnenolone[c] + NAD+[c] => cortisol[c] + H+[c] + NADH[c],Steroid metabolism,ENSG00000203857 or ENSG00000203859,
HMR_1989,0,1000,0,17alpha-hydroxyprogesterone[c] + H+[c] + NADPH[c] + O2[c] => 21-deoxycortisol[c] + H2O[c] + NADP+[c],Steroid metabolism,ENSG00000160882 or ENSG00000179142,
HMR_1990,0,1000,0,cortisol[c] + H2O[c] + NADP+[c] => 21-deoxycortisol[c] + H+[c] + NADPH[c] + O2[c],Steroid metabolism,ENSG00000231852,
HMR_1991,0,1000,0,21-deoxycortisol[c] + H2O[c] + NADP+[c] => 11beta-hydroxyprogesterone[c] + H+[c] + NADPH[c] + O2[c],Steroid metabolism,ENSG00000148795,
HMR_1992,0,1000,0,11beta-hydroxyprogesterone[c] + H+[c] + NADPH[c] + O2[c] => corticosterone[c] + H2O[c] + NADP+[c],Steroid metabolism,ENSG00000231852,
HMR_1993,0,1000,0,H+[c] + NADPH[c] + O2[c] + progesterone[c] => 11beta-hydroxyprogesterone[c] + H2O[c] + NADP+[c],Steroid metabolism,ENSG00000160882 or ENSG00000179142,
HMR_2002,-1000,1000,0,5alpha-pregnane-3;20-dione[c] + NADP+[c] <=> H+[c] + NADPH[c] + progesterone[c],Steroid metabolism,ENSG00000128039 or ENSG00000145545 or ENSG00000277893,
HMR_2003,-1000,1000,0,3alpha-hydroxy-5alpha-pregnan-20-one[c] + NADP+[c] <=> 5alpha-pregnane-3;20-dione[c] + H+[c] + NADPH[c],Steroid metabolism,ENSG00000151632 or ENSG00000187134 or ENSG00000196139 or ENSG00000198610,
HMR_2004,-1000,1000,0,5alpha-pregnane-3;20-dione[c] + H+[c] + NADH[c] <=> allopregnanolone[c] + NAD+[c],Steroid metabolism,ENSG00000198610,
HMR_2005,0,1000,0,allopregnanolone[c] + H+[c] + NADH[c] + O2[c] => 21-hydroxyallopregnanolone[c] + H2O[c] + NAD+[c],Steroid metabolism,ENSG00000231852,
HMR_2007,0,1000,0,H+[c] + NADPH[c] + O2[c] + progesterone[c] => 11-deoxycorticosterone[c] + H2O[c] + NADP+[c],Steroid metabolism,ENSG00000231852,
HMR_2009,0,1000,0,11-deoxycorticosterone[m] + H+[m] + NADPH[m] + O2[m] => corticosterone[m] + H2O[m] + NADP+[m],Steroid metabolism,ENSG00000160882 or ENSG00000179142,
HMR_2010,0,1000,0,corticosterone[m] + H+[m] + NADPH[m] + O2[m] => 18-hydroxycorticosterone[m] + H2O[m] + NADP+[m],Steroid metabolism,ENSG00000179142,
HMR_2011,0,1000,0,18-hydroxycorticosterone[m] + H+[m] + NADPH[m] + O2[m] => aldosterone[m] + 2 H2O[m] + NADP+[m],Steroid metabolism,ENSG00000179142,
HMR_4766,0,1000,0,bilirubin[r] + 2 UDP-glucuronate[r] => bilirubin-bisglucuronoside[r] + 2 UDP[r],Steroid metabolism,ENSG00000109181 or ENSG00000135220 or ENSG00000135226 or ENSG00000145626 or ENSG00000156096 or ENSG00000167165 or ENSG00000168671 or ENSG00000171234 or ENSG00000173610 or ENSG00000196620 or ENSG00000197888 or ENSG00000213759 or ENSG00000240224 or ENSG00000241119 or ENSG00000241635 or ENSG00000242366 or ENSG00000242515 or ENSG00000243135 or ENSG00000244122 or ENSG00000244474,
HMR_6793,0,1000,0,iodine[c] + tyrosine[c] => 3-iodo-L-tyrosine[c] + H+[c] + hydroiodic acid[c],Steroid metabolism,ENSG00000115705,
HMR_6794,0,1000,0,3-iodo-L-tyrosine[c] + iodine[c] => 3;5-diiodo-L-tyrosine[c] + H+[c] + hydroiodic acid[c],Steroid metabolism,ENSG00000115705,
HMR_6795,0,1000,0,2 3;5-diiodo-L-tyrosine[c] + H2O2[c] => dehydroalanine[c] + 2 H2O[c] + thyroxine[c],Steroid metabolism,ENSG00000115705,
HMR_6796,0,1000,0,3;5-diiodo-L-tyrosine[c] + 3-iodo-L-tyrosine[c] + H2O2[c] => dehydroalanine[c] + 2 H2O[c] + triiodothyronine[c],Steroid metabolism,ENSG00000115705,
HMR_7648,0,1000,0,estradiol-17beta[r] + UDP-glucuronate[r] => estradiol-17beta 3-glucuronide[r] + UDP[r],Steroid metabolism,ENSG00000109181 or ENSG00000135220 or ENSG00000135226 or ENSG00000145626 or ENSG00000156096 or ENSG00000167165 or ENSG00000168671 or ENSG00000171234 or ENSG00000173610 or ENSG00000196620 or ENSG00000197888 or ENSG00000213759 or ENSG00000240224 or ENSG00000241119 or ENSG00000241635 or ENSG00000242366 or ENSG00000242515 or ENSG00000243135 or ENSG00000244122 or ENSG00000244474,
HMR_7928,0,1000,0,17alpha-hydroxyprogesterone[r] + H+[r] + NADPH[r] + O2[r] => 11-deoxycortisol[r] + H2O[r] + NADP+[r],Steroid metabolism,ENSG00000231852,
HMR_7930,0,1000,0,NAD+[c] + pregnenolone[c] => H+[c] + NADH[c] + progesterone[c],Steroid metabolism,ENSG00000203857 or ENSG00000203859,
HMR_7931,0,1000,0,NAD+[r] + pregnenolone[r] => H+[r] + NADH[r] + progesterone[r],Steroid metabolism,ENSG00000203857 or ENSG00000203859,
HMR_7932,0,1000,0,H+[r] + NADPH[r] + O2[r] + progesterone[r] => 11-deoxycorticosterone[r] + H2O[r] + NADP+[r],Steroid metabolism,ENSG00000231852,
HMR_7934,0,1000,0,11-deoxycorticosterone[m] + H+[m] + NADPH[m] + 2 O2[m] => aldosterone[m] + 2 H2O[m] + NADP+[m],Steroid metabolism,ENSG00000179142,
HMR_7935,0,1000,0,cholesterol[m] + H+[m] + NADPH[m] + 2 O2[m] => 2 H2O[m] + isocaproic-aldehyde[m] + NADP+[m] + pregnenolone[m],Steroid metabolism,ENSG00000140459,
HMR_7936,0,1000,0,17alpha-hydroxypregnenolone[r] + H+[r] + NADPH[r] + 0.5 O2[r] => acetaldehyde[r] + dehydroepiandrosterone[r] + H2O[r] + NADP+[r],Steroid metabolism,ENSG00000148795,
HMR_7937,0,1000,0,H+[r] + NADPH[r] + O2[r] + progesterone[r] => 17alpha-hydroxyprogesterone[r] + H2O[r] + NADP+[r],Steroid metabolism,ENSG00000148795,
HMR_7938,0,1000,0,17alpha-hydroxyprogesterone[r] + H+[r] + NADPH[r] + 0.5 O2[r] => 4-androstene-3;17-dione[r] + acetaldehyde[r] + H2O[r] + NADP+[r],Steroid metabolism,ENSG00000148795,
HMR_7939,0,1000,0,17alpha-hydroxypregnenolone[r] + NAD+[r] => 17alpha-hydroxyprogesterone[r] + H+[r] + NADH[r],Steroid metabolism,ENSG00000203857 or ENSG00000203859,
HMR_7940,0,1000,0,4-androstene-3;17-dione[r] + NADPH[r] + 2 O2[r] => estrone[r] + formate[r] + 2 H2O[r] + NADP+[r],Steroid metabolism,ENSG00000021461 or ENSG00000100197 or ENSG00000106258 or ENSG00000108242 or ENSG00000130649 or ENSG00000134716 or ENSG00000137869 or ENSG00000138061 or ENSG00000138109 or ENSG00000138115 or ENSG00000140465 or ENSG00000140505 or ENSG00000142973 or ENSG00000155016 or ENSG00000160868 or ENSG00000160870 or ENSG00000167600 or ENSG00000171903 or ENSG00000186160 or ENSG00000186204 or ENSG00000186377 or ENSG00000186526 or ENSG00000197408 or ENSG00000197446 or ENSG00000197838 or ENSG00000198077 or ENSG00000255974 or ENSG00000282301,
HMR_7941,0,1000,0,NADPH[r] + 2 O2[r] + testosterone[r] => estradiol-17beta[r] + formate[r] + 2 H2O[r] + NADP+[r],Steroid metabolism,ENSG00000021461 or ENSG00000100197 or ENSG00000106258 or ENSG00000108242 or ENSG00000130649 or ENSG00000134716 or ENSG00000137869 or ENSG00000138061 or ENSG00000138109 or ENSG00000138115 or ENSG00000140465 or ENSG00000140505 or ENSG00000142973 or ENSG00000155016 or ENSG00000160868 or ENSG00000160870 or ENSG00000167600 or ENSG00000171903 or ENSG00000186160 or ENSG00000186204 or ENSG00000186377 or ENSG00000186526 or ENSG00000197408 or ENSG00000197446 or ENSG00000197838 or ENSG00000198077 or ENSG00000255974 or ENSG00000282301,
HMR_7942,-1000,1000,0,cortisone[r] + H+[r] + NADPH[r] <=> cortisol[r] + NADP+[r],Steroid metabolism,ENSG00000117594,
HMR_7943,-1000,1000,0,cortisone[r] + H+[r] + NADH[r] <=> cortisol[r] + NAD+[r],Steroid metabolism,ENSG00000176387,
HMR_7945,0,1000,0,estrone 3-sulfate[r] + H2O[r] => estrone[r] + H+[r] + sulfate[r],Steroid metabolism,ENSG00000101846,
HMR_7948,0,1000,0,H2O[r] + pregnenolone sulfate[r] => H+[r] + pregnenolone[r] + sulfate[r],Steroid metabolism,ENSG00000101846,
HMR_7950,0,1000,0,cholesterol-sulfate[r] + H2O[r] => cholesterol[r] + H+[r] + sulfate[r],Steroid metabolism,ENSG00000101846,
HMR_7952,0,1000,0,dehydroepiandrosterone sulfate[r] + H2O[r] => dehydroepiandrosterone[r] + H+[r] + sulfate[r],Steroid metabolism,ENSG00000101846,
HMR_7954,0,1000,0,dehydroepiandrosterone[r] + NAD+[r] => 4-androstene-3;17-dione[r] + H+[r] + NADH[r],Steroid metabolism,ENSG00000203857 or ENSG00000203859,
HMR_7955,0,1000,0,4-androstene-3;17-dione[r] + H+[r] + NADH[r] => NAD+[r] + testosterone[r],Steroid metabolism,ENSG00000025423 or ENSG00000086696 or ENSG00000204228,
HMR_7957,0,1000,0,H+[r] + NADPH[r] + O2[r] + testosterone[r] => 19-hydroxytestosterone[r] + H2O[r] + NADP+[r],Steroid metabolism,ENSG00000021461 or ENSG00000100197 or ENSG00000106258 or ENSG00000108242 or ENSG00000130649 or ENSG00000134716 or ENSG00000137869 or ENSG00000138061 or ENSG00000138109 or ENSG00000138115 or ENSG00000140465 or ENSG00000140505 or ENSG00000142973 or ENSG00000155016 or ENSG00000160868 or ENSG00000160870 or ENSG00000165841 or ENSG00000167600 or ENSG00000171903 or ENSG00000186160 or ENSG00000186204 or ENSG00000186377 or ENSG00000186526 or ENSG00000197408 or ENSG00000197446 or ENSG00000197838 or ENSG00000198077 or ENSG00000255974 or ENSG00000282301,
HMR_7958,0,1000,0,H+[r] + NADPH[r] + O2[r] + testosterone[r] => 6beta-hydroxytestosterone[r] + H2O[r] + NADP+[r],Steroid metabolism,ENSG00000160870 or ENSG00000282301,
HMR_7959,0,1000,0,testosterone[r] + UDP-glucuronate[r] => testosterone glucuronide[r] + UDP[r],Steroid metabolism,ENSG00000135226 or ENSG00000171234 or ENSG00000197888 or ENSG00000241635 or ENSG00000242366 or ENSG00000242515,
HMR_7962,0,1000,0,estrone[r] + UDP-glucuronate[r] => estrone-glucuronide[r] + UDP[r],Steroid metabolism,ENSG00000241635 or ENSG00000242366 or ENSG00000242515,
HMR_7965,0,1000,0,androsterone[r] + UDP-glucuronate[r] => androsterone-glucuronide[r] + UDP[r],Steroid metabolism,ENSG00000135226 or ENSG00000171234 or ENSG00000197888 or ENSG00000241635 or ENSG00000242366 or ENSG00000242515,
HMR_7968,0,1000,0,estrone[r] + H+[r] + NADH[r] => estradiol-17beta[r] + NAD+[r],Steroid metabolism,ENSG00000025423 or ENSG00000086696 or ENSG00000108786 or ENSG00000132196 or ENSG00000149084 or ENSG00000198189 or ENSG00000204228,
HMR_2041,0,1000,0,estrone[r] + H+[c] + NADPH[r] => estradiol-17beta[r] + NADP+[r],Steroid metabolism,ENSG00000025423 or ENSG00000086696 or ENSG00000108786 or ENSG00000132196 or ENSG00000149084 or ENSG00000198189 or ENSG00000204228,
HMR_7970,0,1000,0,androsterone[r] + H+[r] + NADPH[r] + 1.5 O2[r] => 16alpha-hydroxydehydroepiandrosterone[r] + 2 H2O[r] + NADP+[r],Steroid metabolism,ENSG00000132196,
HMR_7971,0,1000,0,16alpha-hydroxydehydroepiandrosterone[r] + H+[r] + NADH[r] => 5alpha-androstane-3;17-dione[r] + H2O[r] + NAD+[r],Steroid metabolism,ENSG00000203857 or ENSG00000203859,
HMR_7972,0,1000,0,16alpha-hydroxydehydroepiandrosterone[r] + H+[r] + NADPH[r] => 5alpha-androstane-3;17-dione[r] + H2O[r] + NADP+[r],Steroid metabolism,ENSG00000203857 or ENSG00000203859,
HMR_7973,0,1000,0,17alpha-hydroxypregnenolone[c] + NAD+[c] => 17alpha-hydroxyprogesterone[c] + H+[c] + NADH[c],Steroid metabolism,ENSG00000203857 or ENSG00000203859,
HMR_7974,0,1000,0,5-alpha-dihydrotestosterone[c] + PAPS[c] => 5alpha-dihydrotestosterone-sulfate[c] + H+[c] + PAP[c],Steroid metabolism,ENSG00000105398,
HMR_7976,0,1000,0,H+[c] + NADPH[c] + progesterone[c] => 20alpha-hydroxy-4-pregnen-3-one[c] + NADP+[c],Steroid metabolism,ENSG00000187134,
HMR_7978,0,1000,0,PAPS[c] + testosterone[c] => H+[c] + PAP[c] + testosterone sulfate[c],Steroid metabolism,ENSG00000105398,
